cre_jgi5_5	MapManId	MapManDescription
Cre01.g015000	GMM:23.4.99;GMM:13.1.2.3.2	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc;amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase
Cre01.g020750		
Cre01.g056331	GMM:21.99;GMM:18.2	redox.misc;Co-factor and vitamine metabolism.thiamine
Cre01.g033500		
Cre01.g049600	GMM:1.1.4	PS.lightreaction.ATP synthase
Cre01.g025400	GMM:31.6.1.6.4	cell.motility.eukaryotes.central pair.C2b
Cre01.g015550		
Cre01.g000900		
Cre01.g026800		
Cre01.g000650	GMM:26.7	"misc.oxidases - copper, flavone etc"
Cre01.g034300		
Cre01.g022000	GMM:29.5.9	protein.degradation.AAA type
Cre01.g013450		
Cre01.g057061		
Cre01.g014850		
Cre01.g011600	GMM:11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein
Cre01.g055457	GMM:29.4	protein.postranslational modification
Cre01.g022350	GMM:29.2.2.3.5;GMM:28.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.DExD-box helicases;DNA.synthesis/chromatin structure
Cre01.g018100		
Cre01.g048900	GMM:27.3.42	RNA.regulation of transcription.bromodomain proteins
Cre01.g008250		
Cre01.g041550	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g016850		
Cre01.g000033		
Cre01.g039101	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre01.g027300		
Cre01.g048102		
Cre01.g045800		
Cre01.g041100	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre01.g002600		
Cre01.g045050		
Cre01.g034380	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
Cre01.g020450		
Cre01.g020264	GMM:31.1;GMM:29.5.2	cell.organisation;protein.degradation.autophagy
Cre01.g018550		
Cre01.g047800	GMM:34.21;GMM:21.4	transport.calcium;redox.glutaredoxins
Cre01.g039550	GMM:31.1	cell.organisation
Cre01.g030500	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre01.g003200		
Cre01.g055428		
Cre01.g037850	GMM:11.1.1	lipid metabolism.FA synthesis and FA elongation.acetyl CoA carboxylation
Cre01.g047100		
Cre01.g036650	GMM:30.3;GMM:29.4.1;GMM:29.4;GMM:29.2.2	signalling.calcium;protein.postranslational modification.kinase;protein.postranslational modification;protein.synthesis.ribosome biogenesis
Cre01.g037950		
Cre01.g045640	GMM:3.5;GMM:29.4.1	minor CHO metabolism.others;protein.postranslational modification.kinase
Cre01.g037700	GMM:11.2.1	lipid metabolism.FA desaturation.desaturase
Cre01.g032800	GMM:34.14	transport.unspecified cations
Cre01.g012350		
Cre01.g006766		
Cre01.g052550		
Cre01.g020050		
Cre01.g023750		
Cre01.g054300		
Cre01.g026250	GMM:3.8.2	minor CHO metabolism.galactose.alpha-galactosidases
Cre01.g004000		
Cre01.g003800	GMM:29.4	protein.postranslational modification
Cre01.g023350	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g025025		
Cre01.g045550	GMM:34.8;GMM:2.2.2.6	transport.metabolite transporters at the envelope membrane;major CHO metabolism.degradation.starch.transporter
Cre01.g036451		
Cre01.g007811		
Cre01.g043100		
Cre01.g009731	GMM:29.4	protein.postranslational modification
Cre01.g005350	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase
Cre01.g041300		
Cre01.g004550	GMM:11.9.2	lipid metabolism.lipid degradation.lipases
Cre01.g006876		
Cre01.g015451	GMM:29.1	protein.aa activation
Cre01.g034600		
Cre01.g024550	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre01.g021900	GMM:29.1.30	protein.aa activation.pseudouridylate synthase
Cre01.g046250		
Cre01.g034750		
Cre01.g040200	GMM:30.6;GMM:3.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;minor CHO metabolism.callose;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g054350		
Cre01.g018850	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g006628		
Cre01.g051100	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g007251		
Cre01.g045600		
Cre01.g034200	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre01.g048800		
Cre01.g043550	GMM:27.3.28	RNA.regulation of transcription.squamosa promoter binding protein family (SBP)
Cre01.g023050		
Cre01.g008976		
Cre01.g035050		
Cre01.g011400		
Cre01.g052350	GMM:29.2.1.1.3.2.20	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L20
Cre01.g014000		
Cre01.g051550	GMM:27.1.2;GMM:27.1	RNA.processing.RNA helicase;RNA.processing
Cre01.g017750		
Cre01.g069472	GMM:29.1.16	protein.aa activation.cysteine-tRNA ligase
Cre01.g019550		
Cre01.g028300		
Cre01.g028550	GMM:29.5.3	protein.degradation.cysteine protease
Cre01.g050150	GMM:17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-oxophytodienoate reductase 3
Cre01.g017300		
Cre01.g025983		
Cre01.g047400		
Cre01.g002900		
Cre01.g027575	GMM:26.1	misc.misc2
Cre01.g036000	GMM:29.4	protein.postranslational modification
Cre01.g040379	GMM:28.2;GMM:27.1.2	DNA.repair;RNA.processing.RNA helicase
Cre01.g050000		
Cre01.g047900	GMM:31.1	cell.organisation
Cre01.g003100		
Cre01.g050500	GMM:27.3	RNA.regulation of transcription
Cre01.g027600		
Cre01.g002100		
Cre01.g017701	GMM:20.2.3	stress.abiotic.drought/salt
Cre01.g006301		
Cre01.g017150		
Cre01.g012126	GMM:14.1	S-assimilation.APS
Cre01.g004900		
Cre01.g052300	GMM:27.3.18	RNA.regulation of transcription.E2F/DP transcription factor family
Cre01.g042150	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g055444		
Cre01.g021100		
Cre01.g002227		
Cre01.g038500	GMM:26.10;GMM:26.1	misc.cytochrome P450;misc.misc2
Cre01.g059617		
Cre01.g054800	GMM:29.4	protein.postranslational modification
Cre01.g011000	GMM:29.2.1.2.2.6	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L6
Cre01.g022800		
Cre01.g052100	GMM:29.2.1.1.1.2.18	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L18
Cre01.g002700		
Cre01.g053700	GMM:34.15	transport.potassium
Cre01.g045350		
Cre01.g031004	GMM:27.3.12	RNA.regulation of transcription.C3H zinc finger family
Cre01.g005534		
Cre01.g008150	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g016556	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g030300		
Cre01.g037150	GMM:34.18	transport.unspecified anions
Cre01.g015400		
Cre01.g050451	GMM:31.6.1.11	cell.motility.eukaryotes.other
Cre01.g021550		
Cre01.g055151		
Cre01.g027850	GMM:30.11	signalling.light
Cre01.g042950		
Cre01.g033950		
Cre01.g051300		
Cre01.g040533		
Cre01.g015100		
Cre01.g007600	GMM:16.8.2	secondary metabolism.flavonoids.chalcones
Cre01.g049350	GMM:29.5	protein.degradation
Cre01.g048450		
Cre01.g002200	GMM:27.2	RNA.transcription
Cre01.g050624		
Cre01.g027750		
Cre01.g051466		
Cre01.g041950		
Cre01.g055400		
Cre01.g043817		
Cre01.g006402		
Cre01.g014900		
Cre01.g030968		
Cre01.g032900		
Cre01.g039300	GMM:27.1;GMM:1.1.1.3	RNA.processing;PS.lightreaction.photosystem II.biogenesis
Cre01.g045150		
Cre01.g004300	GMM:13.1.3.1.1;GMM:13.1.3.1	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase;amino acid metabolism.synthesis.aspartate family.asparagine
Cre01.g029500	GMM:29.4	protein.postranslational modification
Cre01.g022150		
Cre01.g045400	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre01.g009900	GMM:30.99;GMM:29.9;GMM:20.2.1	signalling.unspecified;protein.co-chaperones;stress.abiotic.heat
Cre01.g001657		
Cre01.g042900	GMM:29.2.2.3.99;GMM:27.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.misc;RNA.processing
Cre01.g015950		
Cre01.g017200	GMM:31.3.1;GMM:29.6.3.1	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).FKBPs
Cre01.g012244		
Cre01.g026550	GMM:29.6.2.2;GMM:29.6	protein.folding.chaperones and co-chaperones.HSP60s;protein.folding
Cre01.g013550		
Cre01.g055448		
Cre01.g000300		
Cre01.g001450		
Cre01.g034650		
Cre01.g053150	GMM:11.5.2	lipid metabolism.glycerol metabolism.glycerol-3-phosphate dehydrogenase (NAD+)
Cre01.g010500		
Cre01.g047350		
Cre01.g037800	GMM:21.1	redox.thioredoxin
Cre01.g004926		
Cre01.g070567		
Cre01.g054200		
Cre01.g034000	GMM:29.3.1	protein.targeting.nucleus
Cre01.g026600	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
Cre01.g053300	GMM:22.1.4	polyamine metabolism.synthesis.agmatine deiminase
Cre01.g011500	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
Cre01.g025300	GMM:28.2	DNA.repair
Cre01.g011450		
Cre01.g045825		
Cre01.g041500	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g035450		
Cre01.g049117		
Cre01.g016050	GMM:27.1.1	RNA.processing.splicing
Cre01.g027150	GMM:28.1;GMM:27.1	DNA.synthesis/chromatin structure;RNA.processing
Cre01.g038550	GMM:11.10.4	lipid metabolism.glycolipid synthesis.sulfolipid synthase
Cre01.g038100		
Cre01.g050950	GMM:16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
Cre01.g023550		
Cre01.g043250		
Cre01.g064362	GMM:29.4	protein.postranslational modification
Cre01.g040150	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g018950	GMM:29.2.4.1;GMM:29.2.3.1	protein.synthesis.elongation.deoxyhypusine synthase;protein.synthesis.initiation.deoxyhypusine synthase
Cre01.g052500		
Cre01.g039450		
Cre01.g030100	GMM:29.4	protein.postranslational modification
Cre01.g048400		
Cre01.g032139		
Cre01.g032400		
Cre01.g005100		
Cre01.g024100		
Cre01.g044250		
Cre01.g007651		
Cre01.g018600		
Cre01.g048550		
Cre01.g026850		
Cre01.g055469		
Cre01.g054750	GMM:29.4	protein.postranslational modification
Cre01.g019450	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
Cre01.g015650		
Cre01.g002050		
Cre01.g049300		
Cre01.g037300		
Cre01.g050100	GMM:13.1.3.5.5	amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase
Cre01.g020350	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase
Cre01.g036200		
Cre01.g040500		
Cre01.g000400		
Cre01.g023600	GMM:26.11.1;GMM:26.11	misc.alcohol dehydrogenases.cinnamyl alcohol dehydrogenase;misc.alcohol dehydrogenases
Cre01.g040050	GMM:18.2.1;GMM:18	Co-factor and vitamine metabolism.thiamine.thiamine diphosphokinase;Co-factor and vitamine metabolism
Cre01.g006202		
Cre01.g031500	GMM:21.2.1;GMM:16.1	redox.ascorbate and glutathione.ascorbate;secondary metabolism.isoprenoids
Cre01.g008000		
Cre01.g042450	GMM:29.5.5	protein.degradation.serine protease
Cre01.g006500	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
Cre01.g040600		
Cre01.g013769		
Cre01.g003500	GMM:28.2	DNA.repair
Cre01.g025000		
Cre01.g065092		
Cre01.g034875		
Cre01.g018184		
Cre01.g022283		
Cre01.g042650		
Cre01.g014100		
Cre01.g055420	GMM:29.4	protein.postranslational modification
Cre01.g008550	GMM:29.4	protein.postranslational modification
Cre01.g007350	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g053550		
Cre01.g037900		
Cre01.g048000		
Cre01.g036900	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre01.g001678	GMM:29.4	protein.postranslational modification
Cre01.g055966		
Cre01.g014250		
Cre01.g041150		
Cre01.g043400		
Cre01.g035650		
Cre01.g024251	GMM:27.1.2	RNA.processing.RNA helicase
Cre01.g033516		
Cre01.g020918	GMM:29.5.7;GMM:29.5	protein.degradation.metalloprotease;protein.degradation
Cre01.g028777		
Cre01.g022950	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
Cre01.g001150	GMM:29.4.1	protein.postranslational modification.kinase
Cre01.g032050	GMM:34.11	transport.NDP-sugars at the ER
Cre01.g031200		
Cre01.g004450		
Cre01.g052750		
Cre01.g009765		
Cre01.g030550	GMM:29.5.11	protein.degradation.ubiquitin
Cre01.g003300		
Cre01.g013000		
Cre01.g003487		
Cre01.g005550	GMM:29.4;GMM:29.3.4.99	protein.postranslational modification;protein.targeting.secretory pathway.unspecified
Cre01.g039950	GMM:33.99	development.unspecified
Cre01.g033150		
Cre01.g016400		
Cre01.g020000		
Cre01.g000017		
Cre01.g028400		
Cre01.g029850	GMM:29.4	protein.postranslational modification
Cre01.g051625		
Cre01.g042800	GMM:19.13	tetrapyrrole synthesis.divinyl chlorophyllide-a 8-vinyl-reductase
Cre01.g002787		
Cre01.g005900	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
Cre01.g010880	GMM:31.6.1.11	cell.motility.eukaryotes.other
Cre01.g023150	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g009325		
Cre01.g009000		
Cre01.g000550		
Cre01.g046324		
Cre01.g047300		
Cre01.g002250	GMM:27.3.54;GMM:26.24	RNA.regulation of transcription.histone acetyltransferases;misc.GCN5-related N-acetyltransferase
Cre01.g021400		
Cre01.g011750		
Cre01.g043901		
Cre01.g032200		
Cre01.g033250		
Cre01.g055000		
Cre01.g016450	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre01.g028423	GMM:27.3.99;GMM:16.4.1;GMM:13.2.6.2	RNA.regulation of transcription.unclassified;secondary metabolism.N misc.alkaloid-like;amino acid metabolism.degradation.aromatic aa.tyrosine
Cre01.g001671		
Cre01.g017951		
Cre01.g047650		
Cre01.g020650		
Cre01.g028650		
Cre01.g044300		
Cre01.g050316	GMM:29.2.1.1.1.2.3	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L3
Cre01.g029600	GMM:33.99;GMM:30.3	development.unspecified;signalling.calcium
Cre01.g004200		
Cre01.g002201		
Cre01.g045752		
Cre01.g033071		
Cre01.g012600	GMM:4.1.2	glycolysis.cytosolic branch.phosphoglucomutase (PGM)
Cre01.g001950		
Cre01.g006250	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
Cre01.g024900	GMM:27.4	RNA.RNA binding
Cre01.g032300	GMM:28.99	DNA.unspecified
Cre01.g049200		
Cre01.g003463	GMM:28.2	DNA.repair
Cre01.g009150		
Cre01.g012550		
Cre01.g055440		
Cre01.g019750	GMM:17.3.3	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated
Cre01.g005126		
Cre01.g027500		
Cre01.g016800		
Cre01.g035550	GMM:28.2	DNA.repair
Cre01.g045000		
Cre01.g035350	GMM:11.8.7	"lipid metabolism.exotics (steroids, squalene etc).trans-2-enoyl-CoA reductase (NADPH)"
Cre01.g037400	GMM:31.3.1;GMM:29.6.3.2	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).cyclophilins
Cre01.g023250		
Cre01.g039600		
Cre01.g026950		
Cre01.g006050		
Cre01.g005400	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
Cre01.g000150	GMM:34.12	transport.metal
Cre01.g003000		
Cre01.g033000		
Cre01.g031900	GMM:35.1.1;GMM:34.16	not assigned.no ontology.ABC1 family protein;transport.ABC transporters and multidrug resistance systems
Cre01.g019100	GMM:26.1;GMM:13.2.5.2;GMM:13.1.5.1.1	misc.misc2;amino acid metabolism.degradation.serine-glycine-cysteine group.glycine;amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase
Cre01.g019900		
Cre01.g023450		
Cre01.g035800		
Cre01.g053500	GMM:16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
Cre01.g027050		
Cre01.g049826		
Cre01.g053250	GMM:33.99	development.unspecified
Cre01.g070202		
Cre01.g022600		
Cre01.g029250	GMM:13.1.6.4	amino acid metabolism.synthesis.aromatic aa.tyrosine
Cre01.g032700		
Cre01.g051137		
Cre01.g034100	GMM:29.5.7;GMM:29.5	protein.degradation.metalloprotease;protein.degradation
Cre01.g008800		
Cre01.g034400	GMM:7.1.2	OPP.oxidative PP.6-phosphogluconolactonase
Cre01.g001550	GMM:29.2.3	protein.synthesis.initiation
Cre01.g042050	GMM:29.4;GMM:27.3.67	protein.postranslational modification;RNA.regulation of transcription.putative transcription regulator
Cre01.g003450		
Cre01.g055412		
Cre01.g012900	GMM:29.2.4;GMM:13.99	protein.synthesis.elongation;amino acid metabolism.misc
Cre01.g041426		
Cre01.g005651		
Cre01.g034550		
Cre01.g051900	GMM:9.5	mitochondrial electron transport / ATP synthesis.cytochrome c reductase
Cre01.g015750		
Cre01.g024000		
Cre01.g060712	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre01.g027764	GMM:34.99;GMM:34.16	transport.misc;transport.ABC transporters and multidrug resistance systems
Cre01.g054600		
Cre01.g046052	GMM:29.4	protein.postranslational modification
Cre01.g026400	GMM:34.7	transport.phosphate
Cre01.g007550		
Cre01.g007100		
Cre01.g013150		
Cre01.g068012		
Cre01.g031700		
Cre01.g049500	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase
Cre01.g043500		
Cre01.g008700		
Cre01.g022400		
Cre01.g017550		
Cre01.g055316		
Cre01.g047218		
Cre01.g035900		
Cre01.g013700	GMM:34.2;GMM:34.18	transport.sugars;transport.unspecified anions
Cre01.g014650	GMM:26.7	"misc.oxidases - copper, flavone etc"
Cre01.g044600	GMM:30.3;GMM:3.3	signalling.calcium;minor CHO metabolism.sugar alcohols
Cre01.g016651		
Cre01.g028101		
Cre01.g006642		
Cre01.g000850		
Cre01.g040701		
Cre01.g025650		
Cre01.g036800	GMM:31.1	cell.organisation
Cre01.g050608		
Cre01.g040850		
Cre01.g032750		
Cre01.g046150	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g030850	GMM:29.5.11.20;GMM:29.5	protein.degradation.ubiquitin.proteasom;protein.degradation
Cre01.g010650		
Cre01.g011250		
Cre01.g006850		
Cre01.g025850	GMM:3.4.4	minor CHO metabolism.myo-inositol.myo-inositol oxygenases
Cre01.g010201		
Cre01.g047200		
Cre01.g051800	GMM:13.1.6.2	amino acid metabolism.synthesis.aromatic aa.phenylalanine and tyrosine
Cre01.g052850	GMM:31.3;GMM:30.6	cell.cycle;signalling.MAP kinases
Cre01.g058156		
Cre01.g038300		
Cre01.g054100	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
Cre01.g031400		
Cre01.g055550	GMM:9.7;GMM:29.8	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase;protein.assembly and cofactor ligation
Cre01.g044100	GMM:2.2.2.1.2;GMM:2.2.2.1	major CHO metabolism.degradation.starch.starch cleavage.beta amylase;major CHO metabolism.degradation.starch.starch cleavage
Cre01.g009550	GMM:26.24	misc.GCN5-related N-acetyltransferase
Cre01.g029350		
Cre01.g023900		
Cre01.g006576		
Cre01.g019600		
Cre01.g038600	GMM:11.2.3	lipid metabolism.FA desaturation.omega 3 desaturase
Cre01.g055477		
Cre01.g012700	GMM:34.15	transport.potassium
Cre01.g067647		
Cre01.g010350	GMM:18.11;GMM:18;GMM:11.5	Co-factor and vitamine metabolism.lipoic acid;Co-factor and vitamine metabolism;lipid metabolism.glycerol metabolism
Cre01.g020800		
Cre01.g008450		
Cre01.g022250	GMM:29.2.1.1.1.2.3	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L3
Cre01.g009850		
Cre01.g001200	GMM:29.4	protein.postranslational modification
Cre01.g045903	GMM:11.4	lipid metabolism.TAG synthesis
Cre01.g024800	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre01.g050300		
Cre01.g034150		
Cre01.g042550		
Cre01.g047229		
Cre01.g011150	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
Cre01.g002861	GMM:26.16	misc.myrosinases-lectin-jacalin
Cre01.g014751		
Cre01.g012100		
Cre01.g036500		
Cre01.g007901	GMM:34.99	transport.misc
Cre01.g024350	GMM:28.99	DNA.unspecified
Cre01.g065457		
Cre01.g015300		
Cre01.g004600	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
Cre01.g025200	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g038376		
Cre01.g009250	GMM:28.1	DNA.synthesis/chromatin structure
Cre01.g013900		
Cre01.g021750		
Cre01.g004850		
Cre01.g021300		
Cre01.g050750		
Cre01.g030250	GMM:23.2	nucleotide metabolism.degradation
Cre01.g021600	GMM:27.1.2	RNA.processing.RNA helicase
Cre01.g048600		
Cre01.g066552	GMM:21.1	redox.thioredoxin
Cre01.g026650	GMM:18.1;GMM:18	Co-factor and vitamine metabolism.molybdenum cofactor;Co-factor and vitamine metabolism
Cre01.g050400	GMM:29.3.2	protein.targeting.mitochondria
Cre01.g005500		
Cre01.g002350	GMM:29.5.11.2;GMM:17.2.2	protein.degradation.ubiquitin.E1;hormone metabolism.auxin.signal transduction
Cre01.g035250	GMM:22.1.5	polyamine metabolism.synthesis.N-carbamoylputrescine amidohydrolase
Cre01.g023100	GMM:27.3.3;GMM:17.5.2	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family;hormone metabolism.ethylene.signal transduction"
Cre01.g041256	GMM:29.5.7	protein.degradation.metalloprotease
Cre01.g039500	GMM:33.99;GMM:3.5	development.unspecified;minor CHO metabolism.others
Cre01.g043050		
Cre01.g007050		
Cre01.g020500		
Cre01.g026016		
Cre01.g025900	GMM:31.2;GMM:20.2.5	cell.division;stress.abiotic.light
Cre01.g042850	GMM:21.2	redox.ascorbate and glutathione
Cre01.g014350	GMM:21.5	redox.peroxiredoxin
Cre01.g041351		
